0.208171206,0.185910273,1,1
0.186923802,0.198281336,1,1
0.101947524,0.150389582,1,1
0.156092038,0.157990046,1,1
0.008045111,0.020745259,1,1
0.071361304,0.06513628,1,1
-0.637465096,0.133935289,0,1
-0.709567217,0.107793035,0,1
-0.510061339,0.053862755,0,1
-0.773522032,0.066075126,0,1
-0.555517658,0.119114267,0,1
-0.632251734,0.095671854,0,1
-0.68575421,0.032992866,0,1
-0.411737328,0.093063667,0,1
-0.662367274,0.013107976,0,1
-0.640622391,0.045147507,0,1
-0.537337265,0.065355053,0,1
-0.569878709,0.025955202,0,1
-0.697255127,0.02195648,0,1
-0.710560025,0.032313901,0,1
-0.714229917,-0.007443254,0,1
-0.707136898,0.009423968,0,1
-0.472387397,-0.004021386,0,1
-0.519858939,0.049584868,0,1
-0.628140264,0.081419948,0,1
-0.669642712,0.051167483,0,1
-0.520233296,-0.001719752,0,1
-0.557898194,-0.004702671,0,1
-0.625079976,-0.023862617,0,1
-0.748232722,-0.001040692,0,1
-0.595002542,-0.049191547,0,1
-0.628484076,-0.041428463,0,1
-0.686161971,-0.04082367,0,1
-0.550932582,-0.020336627,0,1
-0.534000564,-0.002819112,0,1
-0.6859817,0.015297028,0,1
-0.542665477,0.03706529,0,1
-0.55285859,-0.034445118,0,1
-0.516170183,0.016760762,0,1
-0.630689991,-0.050971868,0,1
-0.534971573,0.031317891,0,1
-0.500733561,-0.01053528,0,1
-0.718760452,0.002291293,0,1
-0.540851244,-0.045598623,0,1
-0.662499596,0.030506127,0,1
-0.640553718,0.010577438,0,1
-0.666038079,0.033609768,0,1
-0.533008844,-0.025715042,0,1
-0.407818717,0.002994265,0,1
-0.669361077,0.038995868,0,1
-0.579526719,0.015470499,0,1
-0.71828548,0.008175934,0,1
-0.467903104,0.039954511,0,1
-0.599095877,0.002594704,0,1
-0.485166648,0.049964416,0,1
-0.604270026,-0.008430515,0,1
0.061494528,-0.6914307,1,0
-0.007158999,-0.643576865,1,0
-0.061445983,-0.507903548,1,0
0.047586065,-0.532455539,1,0
0.004794134,-0.421392925,1,0
0.015543728,-0.488392986,1,0
0.025435504,-0.562215805,1,0
-0.050275579,-0.620817928,1,0
0.020549317,-0.54487762,1,0
0.00371843,-0.575290746,1,0
-0.004279069,-0.628929435,1,0
-0.014984801,-0.48519299,1,0
0.019379527,-0.511438699,1,0
-0.020204351,-0.718571516,1,0
-0.08234636,-0.579223593,1,0
-0.063066842,-0.405519337,1,0
-0.079067442,-0.787026791,1,0
-0.074893773,-0.664189119,1,0
-0.070142275,-0.636343358,1,0
-0.15460425,-0.554277336,1,0
-0.121402907,-0.591606744,1,0
-0.125108825,-0.682789955,1,0
-0.097896991,-0.562889079,1,0
-0.117634015,-0.626135165,1,0
-0.156815351,-0.603945982,1,0
-0.089723633,-0.559860329,1,0
-0.080155818,-0.646203897,1,0
-0.085216669,-0.61865856,1,0
-0.075477113,-0.529319852,1,0
-0.154264013,-0.624365887,1,0
-0.03029037,-0.638966089,1,0
-0.072023101,-0.574543837,1,0
-0.086424595,-0.613946862,1,0
-0.0688519,-0.460885213,1,0
-0.042698728,-0.605414297,1,0
-0.084389566,-0.469257228,1,0
-0.030517086,-0.688258981,1,0
0.039947523,-0.567235997,1,0
-0.047177273,-0.68595791,1,0
0.135774518,-0.579351436,1,0
0.248070002,-0.440096735,1,0
0.131274649,-0.543997606,1,0
0.244093645,-0.626840454,1,0
0.113858087,-0.582498497,1,0
0.208171206,-0.623270517,1,0
0.186923802,-0.556915679,1,0
0.101947524,-0.672531809,1,0
0.156092038,-0.619642899,1,0
0.008045111,-0.501994179,1,0
0.071361304,-0.48392598,1,0
